radius HeII_4686_s HeII_4686_s_unc HeII_4686_n HeII_4686_n_unc HeII_4686_a HeII_4686_a_unc Hb_4861_s Hb_4861_s_unc Hb_4861_n Hb_4861_n_unc Hb_4861_a Hb_4861_a_unc OIII_4959_s OIII_4959_s_unc OIII_4959_n OIII_4959_n_unc OIII_4959_a OIII_4959_a_unc OIII_5007_s OIII_5007_s_unc OIII_5007_n OIII_5007_n_unc OIII_5007_a OIII_5007_a_unc NII_5754_s NII_5754_s_unc NII_5754_n NII_5754_n_unc NII_5754_a NII_5754_a_unc HeI_5876_s HeI_5876_s_unc HeI_5876_n HeI_5876_n_unc HeI_5876_a HeI_5876_a_unc NII_6548_s NII_6548_s_unc NII_6548_n NII_6548_n_unc NII_6548_a NII_6548_a_unc Ha_6563_s Ha_6563_s_unc Ha_6563_n Ha_6563_n_unc Ha_6563_a Ha_6563_a_unc NII_6583_s NII_6583_s_unc NII_6583_n NII_6583_n_unc NII_6583_a NII_6583_a_unc SII_6716_s SII_6716_s_unc SII_6716_n SII_6716_n_unc SII_6716_a SII_6716_a_unc SII_6731_s SII_6731_s_unc SII_6731_n SII_6731_n_unc SII_6731_a SII_6731_a_unc H2_1_0_S1_s H2_1_0_S1_s_unc H2_1_0_S1_n H2_1_0_S1_n_unc H2_1_0_S1_a H2_1_0_S1_a_unc
1.05000e+01 0.00000e+00 1.81832e-15 3.04794e-15 1.78244e-15 1.52397e-15 1.27312e-15 4.84173e-14 5.05956e-15 4.74612e-14 4.97722e-15 4.79392e-14 3.54866e-15 1.78588e-13 1.74476e-14 1.22447e-13 1.64480e-14 1.50517e-13 1.19891e-14 5.22822e-13 5.04738e-14 3.72834e-13 4.62858e-14 4.47828e-13 3.42417e-14 8.41065e-16 2.24440e-16 2.03255e-15 2.73956e-16 1.43681e-15 1.77077e-16 1.02357e-14 9.45232e-16 7.97011e-15 8.84463e-16 9.10289e-15 6.47252e-16 5.01715e-14 4.69317e-15 5.55888e-14 5.04009e-15 5.28802e-14 3.44341e-15 1.62825e-13 1.45718e-14 1.30193e-13 1.41820e-14 1.46509e-13 1.01669e-14 1.81734e-13 1.66730e-14 2.01946e-13 1.78903e-14 1.91840e-13 1.22275e-14 1.37845e-14 1.16080e-15 1.14098e-14 1.13794e-15 1.25972e-14 8.12766e-16 1.32440e-14 1.09649e-15 1.21234e-14 1.11066e-15 1.26837e-14 7.80360e-16 1.41795e-15 5.30705e-17 2.23513e-15 5.56483e-17 1.82654e-15 3.84487e-17
1.07500e+01 0.00000e+00 1.81832e-15 1.96462e-15 1.78244e-15 9.82310e-16 1.27312e-15 4.77055e-14 5.05956e-15 4.37897e-14 4.97722e-15 4.57476e-14 3.54866e-15 1.66684e-13 1.74476e-14 1.36119e-13 1.64480e-14 1.51402e-13 1.19891e-14 5.16793e-13 5.04738e-14 3.71592e-13 4.62858e-14 4.44193e-13 3.42417e-14 2.33322e-15 2.24440e-16 2.35711e-15 2.73956e-16 2.34516e-15 1.77077e-16 1.01293e-14 9.45232e-16 8.16601e-15 8.84463e-16 9.14768e-15 6.47252e-16 5.27832e-14 4.69317e-15 5.58371e-14 5.04009e-15 5.43102e-14 3.44341e-15 1.58297e-13 1.45718e-14 1.30218e-13 1.41820e-14 1.44258e-13 1.01669e-14 1.93191e-13 1.66730e-14 2.02677e-13 1.78903e-14 1.97934e-13 1.22275e-14 1.47949e-14 1.16080e-15 1.05493e-14 1.13794e-15 1.26721e-14 8.12766e-16 1.45390e-14 1.09649e-15 1.22399e-14 1.11066e-15 1.33894e-14 7.80360e-16 1.79360e-15 5.30705e-17 1.84932e-15 5.56483e-17 1.82146e-15 3.84487e-17
1.10000e+01 0.00000e+00 1.81832e-15 0.00000e+00 1.78244e-15 0.00000e+00 1.27312e-15 4.77912e-14 5.05956e-15 4.54692e-14 4.97722e-15 4.66302e-14 3.54866e-15 1.78021e-13 1.74476e-14 1.44567e-13 1.64480e-14 1.61294e-13 1.19891e-14 5.08775e-13 5.04738e-14 3.70693e-13 4.62858e-14 4.39734e-13 3.42417e-14 2.70737e-15 2.24440e-16 2.61250e-15 2.73956e-16 2.65994e-15 1.77077e-16 1.00230e-14 9.45232e-16 8.36192e-15 8.84463e-16 9.19247e-15 6.47252e-16 5.65547e-14 4.69317e-15 5.68274e-14 5.04009e-15 5.66911e-14 3.44341e-15 1.58120e-13 1.45718e-14 1.31587e-13 1.41820e-14 1.44853e-13 1.01669e-14 2.08267e-13 1.66730e-14 2.06077e-13 1.78903e-14 2.07172e-13 1.22275e-14 1.47019e-14 1.16080e-15 1.10676e-14 1.13794e-15 1.28847e-14 8.12766e-16 1.44466e-14 1.09649e-15 1.19974e-14 1.11066e-15 1.32220e-14 7.80360e-16 1.49251e-15 5.30705e-17 1.83202e-15 5.56483e-17 1.66227e-15 3.84487e-17
1.12500e+01 0.00000e+00 1.81832e-15 0.00000e+00 1.78244e-15 0.00000e+00 1.27312e-15 4.91474e-14 5.05956e-15 4.34798e-14 4.97722e-15 4.63136e-14 3.54866e-15 1.75126e-13 1.74476e-14 1.26711e-13 1.64480e-14 1.50919e-13 1.19891e-14 4.90204e-13 5.04738e-14 3.83474e-13 4.62858e-14 4.36839e-13 3.42417e-14 2.28894e-15 2.24440e-16 2.37903e-15 2.73956e-16 2.33398e-15 1.77077e-16 9.91670e-15 9.45232e-16 8.55782e-15 8.84463e-16 9.23726e-15 6.47252e-16 6.05291e-14 4.69317e-15 5.85014e-14 5.04009e-15 5.95153e-14 3.44341e-15 1.55741e-13 1.45718e-14 1.35014e-13 1.41820e-14 1.45378e-13 1.01669e-14 2.26188e-13 1.66730e-14 2.19085e-13 1.78903e-14 2.22637e-13 1.22275e-14 1.47512e-14 1.16080e-15 1.07163e-14 1.13794e-15 1.27338e-14 8.12766e-16 1.54562e-14 1.09649e-15 1.11288e-14 1.11066e-15 1.32925e-14 7.80360e-16 1.70849e-15 5.30705e-17 1.68959e-15 5.56483e-17 1.69904e-15 3.84487e-17
1.15000e+01 0.00000e+00 1.81832e-15 0.00000e+00 1.78244e-15 0.00000e+00 1.27312e-15 4.31580e-14 5.05956e-15 4.99052e-14 4.97722e-15 4.65316e-14 3.54866e-15 1.64005e-13 1.74476e-14 1.28544e-13 1.64480e-14 1.46275e-13 1.19891e-14 4.73722e-13 5.04738e-14 3.92151e-13 4.62858e-14 4.32936e-13 3.42417e-14 3.14140e-15 2.24440e-16 3.62027e-15 2.73956e-16 3.38084e-15 1.77077e-16 9.84197e-15 9.45232e-16 8.83525e-15 8.84463e-16 9.33861e-15 6.47252e-16 6.60347e-14 4.69317e-15 6.48067e-14 5.04009e-15 6.54207e-14 3.44341e-15 1.54510e-13 1.45718e-14 1.33332e-13 1.41820e-14 1.43921e-13 1.01669e-14 2.47744e-13 1.66730e-14 2.38138e-13 1.78903e-14 2.42941e-13 1.22275e-14 1.54419e-14 1.16080e-15 1.12128e-14 1.13794e-15 1.33273e-14 8.12766e-16 1.61214e-14 1.09649e-15 1.10168e-14 1.11066e-15 1.35691e-14 7.80360e-16 2.40455e-15 5.30705e-17 2.16588e-15 5.56483e-17 2.28522e-15 3.84487e-17
1.17500e+01 0.00000e+00 1.81832e-15 0.00000e+00 1.78244e-15 0.00000e+00 1.27312e-15 3.66858e-14 5.05956e-15 4.02586e-14 4.97722e-15 3.84722e-14 3.54866e-15 1.39141e-13 1.74476e-14 1.24231e-13 1.64480e-14 1.31686e-13 1.19891e-14 4.46744e-13 5.04738e-14 3.85165e-13 4.62858e-14 4.15954e-13 3.42417e-14 2.71614e-15 2.24440e-16 9.80488e-16 2.73956e-16 1.84832e-15 1.77077e-16 9.78305e-15 9.45232e-16 9.15343e-15 8.84463e-16 9.46824e-15 6.47252e-16 7.23134e-14 4.69317e-15 7.45685e-14 5.04009e-15 7.34410e-14 3.44341e-15 1.52491e-13 1.45718e-14 1.40246e-13 1.41820e-14 1.46368e-13 1.01669e-14 2.68404e-13 1.66730e-14 2.69722e-13 1.78903e-14 2.69063e-13 1.22275e-14 1.57683e-14 1.16080e-15 1.17387e-14 1.13794e-15 1.37535e-14 8.12766e-16 1.62584e-14 1.09649e-15 1.21851e-14 1.11066e-15 1.42218e-14 7.80360e-16 1.89480e-15 5.30705e-17 1.28166e-15 5.56483e-17 1.58823e-15 3.84487e-17
1.20000e+01 0.00000e+00 1.81832e-15 0.00000e+00 1.78244e-15 0.00000e+00 1.27312e-15 4.21628e-14 5.05956e-15 3.86929e-14 4.97722e-15 4.04279e-14 3.54866e-15 1.41170e-13 1.74476e-14 1.20517e-13 1.64480e-14 1.30844e-13 1.19891e-14 4.10834e-13 5.04738e-14 3.58273e-13 4.62858e-14 3.84553e-13 3.42417e-14 3.03089e-15 2.24440e-16 2.37330e-15 2.73956e-16 2.70209e-15 1.77077e-16 9.72412e-15 9.45232e-16 9.47161e-15 8.84463e-16 9.59787e-15 6.47252e-16 7.90981e-14 4.69317e-15 8.30031e-14 5.04009e-15 8.10506e-14 3.44341e-15 1.51730e-13 1.45718e-14 1.39427e-13 1.41820e-14 1.45578e-13 1.01669e-14 2.91000e-13 1.66730e-14 3.08146e-13 1.78903e-14 2.99573e-13 1.22275e-14 1.65450e-14 1.16080e-15 1.29147e-14 1.13794e-15 1.47298e-14 8.12766e-16 1.67807e-14 1.09649e-15 1.41739e-14 1.11066e-15 1.54773e-14 7.80360e-16 2.71024e-15 5.30705e-17 2.10000e-15 5.56483e-17 2.40512e-15 3.84487e-17
1.22500e+01 0.00000e+00 1.81832e-15 0.00000e+00 1.78244e-15 0.00000e+00 1.27312e-15 5.29716e-14 5.05956e-15 4.50736e-14 4.97722e-15 4.90226e-14 3.54866e-15 1.21590e-13 1.74476e-14 1.10081e-13 1.64480e-14 1.15835e-13 1.19891e-14 3.70520e-13 5.04738e-14 3.29388e-13 4.62858e-14 3.49954e-13 3.42417e-14 3.13260e-15 2.24440e-16 3.57228e-15 2.73956e-16 3.35244e-15 1.77077e-16 9.51052e-15 9.45232e-16 9.62074e-15 8.84463e-16 9.56563e-15 6.47252e-16 8.69353e-14 4.69317e-15 8.93352e-14 5.04009e-15 8.81353e-14 3.44341e-15 1.39494e-13 1.45718e-14 1.41428e-13 1.41820e-14 1.40461e-13 1.01669e-14 3.13698e-13 1.66730e-14 3.36936e-13 1.78903e-14 3.25317e-13 1.22275e-14 1.69113e-14 1.16080e-15 1.44027e-14 1.13794e-15 1.56570e-14 8.12766e-16 1.76794e-14 1.09649e-15 1.63110e-14 1.11066e-15 1.69952e-14 7.80360e-16 3.04111e-15 5.30705e-17 2.88685e-15 5.56483e-17 2.96398e-15 3.84487e-17
1.25000e+01 0.00000e+00 1.81832e-15 0.00000e+00 1.78244e-15 0.00000e+00 1.27312e-15 4.32995e-14 5.05956e-15 4.37701e-14 4.97722e-15 4.35348e-14 3.54866e-15 1.10674e-13 1.74476e-14 9.18494e-14 1.64480e-14 1.01262e-13 1.19891e-14 3.24398e-13 5.04738e-14 2.98178e-13 4.62858e-14 3.11288e-13 3.42417e-14 4.43342e-15 2.24440e-16 3.94597e-15 2.73956e-16 4.18969e-15 1.77077e-16 8.58977e-15 9.45232e-16 8.99707e-15 8.84463e-16 8.79342e-15 6.47252e-16 8.67657e-14 4.69317e-15 9.59669e-14 5.04009e-15 9.13663e-14 3.44341e-15 1.29991e-13 1.45718e-14 1.33832e-13 1.41820e-14 1.31912e-13 1.01669e-14 3.21164e-13 1.66730e-14 3.54242e-13 1.78903e-14 3.37703e-13 1.22275e-14 1.73749e-14 1.16080e-15 1.65269e-14 1.13794e-15 1.69509e-14 8.12766e-16 1.71791e-14 1.09649e-15 1.82208e-14 1.11066e-15 1.77000e-14 7.80360e-16 3.81911e-15 5.30705e-17 3.62341e-15 5.56483e-17 3.72126e-15 3.84487e-17
1.27500e+01 0.00000e+00 1.81832e-15 0.00000e+00 1.78244e-15 0.00000e+00 1.27312e-15 4.86111e-14 5.05956e-15 4.50855e-14 4.97722e-15 4.68483e-14 3.54866e-15 9.09800e-14 1.74476e-14 8.05992e-14 1.64480e-14 8.57896e-14 1.19891e-14 2.73701e-13 5.04738e-14 2.62923e-13 4.62858e-14 2.68312e-13 3.42417e-14 3.62347e-15 2.24440e-16 4.27654e-15 2.73956e-16 3.95000e-15 1.77077e-16 7.66902e-15 9.45232e-16 8.37339e-15 8.84463e-16 8.02120e-15 6.47252e-16 8.64928e-14 4.69317e-15 9.56009e-14 5.04009e-15 9.10468e-14 3.44341e-15 1.20833e-13 1.45718e-14 1.25145e-13 1.41820e-14 1.22989e-13 1.01669e-14 3.17454e-13 1.66730e-14 3.50248e-13 1.78903e-14 3.33851e-13 1.22275e-14 1.73188e-14 1.16080e-15 1.80538e-14 1.13794e-15 1.76863e-14 8.12766e-16 1.66797e-14 1.09649e-15 1.99101e-14 1.11066e-15 1.82949e-14 7.80360e-16 2.90130e-15 5.30705e-17 4.10692e-15 5.56483e-17 3.50411e-15 3.84487e-17
1.30000e+01 0.00000e+00 1.81832e-15 0.00000e+00 1.78244e-15 0.00000e+00 1.27312e-15 4.17283e-14 5.05956e-15 3.73285e-14 4.97722e-15 3.95284e-14 3.54866e-15 6.53836e-14 1.74476e-14 7.90818e-14 1.64480e-14 7.22327e-14 1.19891e-14 2.19285e-13 5.04738e-14 2.04790e-13 4.62858e-14 2.12037e-13 3.42417e-14 2.31457e-15 2.24440e-16 1.86053e-15 2.73956e-16 2.08755e-15 1.77077e-16 6.74827e-15 9.45232e-16 7.74971e-15 8.84463e-16 7.24899e-15 6.47252e-16 8.18854e-14 4.69317e-15 8.79416e-14 5.04009e-15 8.49135e-14 3.44341e-15 1.07922e-13 1.45718e-14 1.10296e-13 1.41820e-14 1.09109e-13 1.01669e-14 2.97735e-13 1.66730e-14 3.30301e-13 1.78903e-14 3.14018e-13 1.22275e-14 1.63224e-14 1.16080e-15 1.88199e-14 1.13794e-15 1.75711e-14 8.12766e-16 1.68128e-14 1.09649e-15 1.96155e-14 1.11066e-15 1.82141e-14 7.80360e-16 3.87973e-15 5.30705e-17 4.41782e-15 5.56483e-17 4.14878e-15 3.84487e-17
1.32500e+01 0.00000e+00 1.81832e-15 0.00000e+00 1.78244e-15 0.00000e+00 1.27312e-15 3.12366e-14 5.05956e-15 3.57248e-14 4.97722e-15 3.34807e-14 3.54866e-15 6.37108e-14 1.74476e-14 5.86112e-14 1.64480e-14 6.11610e-14 1.19891e-14 1.70173e-13 5.04738e-14 1.69506e-13 4.62858e-14 1.69839e-13 3.42417e-14 1.87309e-15 2.24440e-16 3.01852e-15 2.73956e-16 2.44580e-15 1.77077e-16 6.05667e-15 9.45232e-16 6.76181e-15 8.84463e-16 6.40924e-15 6.47252e-16 7.33918e-14 4.69317e-15 7.76849e-14 5.04009e-15 7.55384e-14 3.44341e-15 9.37967e-14 1.45718e-14 9.06152e-14 1.41820e-14 9.22060e-14 1.01669e-14 2.72186e-13 1.66730e-14 2.93161e-13 1.78903e-14 2.82674e-13 1.22275e-14 1.50120e-14 1.16080e-15 1.70199e-14 1.13794e-15 1.60159e-14 8.12766e-16 1.59417e-14 1.09649e-15 1.77243e-14 1.11066e-15 1.68330e-14 7.80360e-16 3.40665e-15 5.30705e-17 4.10787e-15 5.56483e-17 3.75726e-15 3.84487e-17
1.35000e+01 0.00000e+00 1.81832e-15 0.00000e+00 1.78244e-15 0.00000e+00 1.27312e-15 2.94109e-14 5.05956e-15 2.58487e-14 4.97722e-15 2.76298e-14 3.54866e-15 4.82069e-14 1.74476e-14 4.23013e-14 1.64480e-14 4.52541e-14 1.19891e-14 1.37542e-13 5.04738e-14 1.24631e-13 4.62858e-14 1.31086e-13 3.42417e-14 2.09829e-15 2.24440e-16 2.73436e-15 2.73956e-16 2.41633e-15 1.77077e-16 5.46691e-15 9.45232e-16 5.61202e-15 8.84463e-16 5.53947e-15 6.47252e-16 6.56499e-14 4.69317e-15 6.36032e-14 5.04009e-15 6.46265e-14 3.44341e-15 7.74834e-14 1.45718e-14 7.41600e-14 1.41820e-14 7.58217e-14 1.01669e-14 2.38132e-13 1.66730e-14 2.44296e-13 1.78903e-14 2.41214e-13 1.22275e-14 1.42025e-14 1.16080e-15 1.58284e-14 1.13794e-15 1.50154e-14 8.12766e-16 1.37862e-14 1.09649e-15 1.59009e-14 1.11066e-15 1.48435e-14 7.80360e-16 3.78760e-15 5.30705e-17 3.49833e-15 5.56483e-17 3.64297e-15 3.84487e-17
1.37500e+01 0.00000e+00 1.81832e-15 0.00000e+00 1.78244e-15 0.00000e+00 1.27312e-15 2.64836e-14 5.05956e-15 1.55588e-14 4.97722e-15 2.10212e-14 3.54866e-15 3.91997e-14 1.74476e-14 3.00635e-14 1.64480e-14 3.46316e-14 1.19891e-14 1.18174e-13 5.04738e-14 9.84774e-14 4.62858e-14 1.08326e-13 3.42417e-14 1.06539e-15 2.24440e-16 2.11802e-15 2.73956e-16 1.59170e-15 1.77077e-16 4.87715e-15 9.45232e-16 4.46224e-15 8.84463e-16 4.66970e-15 6.47252e-16 5.52188e-14 4.69317e-15 5.26336e-14 5.04009e-15 5.39262e-14 3.44341e-15 6.42010e-14 1.45718e-14 5.88186e-14 1.41820e-14 6.15098e-14 1.01669e-14 2.01030e-13 1.66730e-14 1.98600e-13 1.78903e-14 1.99815e-13 1.22275e-14 1.25321e-14 1.16080e-15 1.40850e-14 1.13794e-15 1.33085e-14 8.12766e-16 1.16185e-14 1.09649e-15 1.42593e-14 1.11066e-15 1.29389e-14 7.80360e-16 2.00454e-15 5.30705e-17 2.80216e-15 5.56483e-17 2.40335e-15 3.84487e-17
1.40000e+01 0.00000e+00 1.81832e-15 0.00000e+00 1.78244e-15 0.00000e+00 1.27312e-15 1.67377e-14 5.05956e-15 1.16815e-14 4.97722e-15 1.42096e-14 3.54866e-15 2.86759e-14 1.74476e-14 2.35733e-14 1.64480e-14 2.61246e-14 1.19891e-14 8.58167e-14 5.04738e-14 6.40266e-14 4.62858e-14 7.49216e-14 3.42417e-14 1.54708e-15 2.24440e-16 2.12369e-15 2.73956e-16 1.83539e-15 1.77077e-16 4.30848e-15 9.45232e-16 3.40260e-15 8.84463e-16 3.85554e-15 6.47252e-16 4.74711e-14 4.69317e-15 4.40079e-14 5.04009e-15 4.57395e-14 3.44341e-15 5.56774e-14 1.45718e-14 4.57609e-14 1.41820e-14 5.07191e-14 1.01669e-14 1.70638e-13 1.66730e-14 1.63217e-13 1.78903e-14 1.66927e-13 1.22275e-14 1.13550e-14 1.16080e-15 1.22899e-14 1.13794e-15 1.18225e-14 8.12766e-16 1.00596e-14 1.09649e-15 1.20586e-14 1.11066e-15 1.10591e-14 7.80360e-16 2.22734e-15 5.30705e-17 1.65850e-15 5.56483e-17 1.94292e-15 3.84487e-17
1.42500e+01 0.00000e+00 1.81832e-15 0.00000e+00 1.78244e-15 0.00000e+00 1.27312e-15 1.35225e-14 5.05956e-15 1.32554e-14 4.97722e-15 1.33889e-14 3.54866e-15 2.12066e-14 1.74476e-14 1.84488e-14 1.64480e-14 1.98277e-14 1.19891e-14 6.97610e-14 5.04738e-14 3.84138e-14 4.62858e-14 5.40874e-14 3.42417e-14 -2.15204e-16 2.24440e-16 1.66104e-15 2.73956e-16 7.22918e-16 1.77077e-16 3.82155e-15 9.45232e-16 2.69225e-15 8.84463e-16 3.25690e-15 6.47252e-16 4.15051e-14 4.69317e-15 3.66157e-14 5.04009e-15 3.90604e-14 3.44341e-15 4.38461e-14 1.45718e-14 3.80409e-14 1.41820e-14 4.09435e-14 1.01669e-14 1.50042e-13 1.66730e-14 1.38568e-13 1.78903e-14 1.44305e-13 1.22275e-14 9.55648e-15 1.16080e-15 1.07629e-14 1.13794e-15 1.01597e-14 8.12766e-16 8.91490e-15 1.09649e-15 1.05330e-14 1.11066e-15 9.72395e-15 7.80360e-16 1.45432e-15 5.30705e-17 1.51085e-15 5.56483e-17 1.48258e-15 3.84487e-17
1.45000e+01 0.00000e+00 1.81832e-15 0.00000e+00 1.78244e-15 0.00000e+00 1.27312e-15 1.39163e-14 5.05956e-15 1.43937e-14 4.97722e-15 1.41550e-14 3.54866e-15 1.81193e-14 1.74476e-14 6.71717e-15 1.64480e-14 1.24182e-14 1.19891e-14 5.55710e-14 5.04738e-14 3.43461e-14 4.62858e-14 4.49586e-14 3.42417e-14 1.48680e-15 2.24440e-16 6.78799e-16 2.73956e-16 1.08280e-15 1.77077e-16 3.33461e-15 9.45232e-16 1.98190e-15 8.84463e-16 2.65825e-15 6.47252e-16 3.39493e-14 4.69317e-15 2.94659e-14 5.04009e-15 3.17076e-14 3.44341e-15 3.71068e-14 1.45718e-14 3.02816e-14 1.41820e-14 3.36942e-14 1.01669e-14 1.29965e-13 1.66730e-14 1.10930e-13 1.78903e-14 1.20448e-13 1.22275e-14 8.98257e-15 1.16080e-15 9.60215e-15 1.13794e-15 9.29236e-15 8.12766e-16 7.75589e-15 1.09649e-15 8.96994e-15 1.11066e-15 8.36292e-15 7.80360e-16 1.32370e-15 5.30705e-17 1.34032e-15 5.56483e-17 1.33201e-15 3.84487e-17
1.47500e+01 0.00000e+00 1.81832e-15 0.00000e+00 1.78244e-15 0.00000e+00 1.27312e-15 1.51947e-14 5.05956e-15 8.95918e-15 4.97722e-15 1.20769e-14 3.54866e-15 1.68251e-14 1.74476e-14 6.60208e-15 1.64480e-14 1.17136e-14 1.19891e-14 3.77048e-14 5.04738e-14 1.86849e-14 4.62858e-14 2.81949e-14 3.42417e-14 4.42139e-16 2.24440e-16 1.22032e-15 2.73956e-16 8.31230e-16 1.77077e-16 2.84767e-15 9.45232e-16 1.27155e-15 8.84463e-16 2.05961e-15 6.47252e-16 2.92380e-14 4.69317e-15 2.19736e-14 5.04009e-15 2.56058e-14 3.44341e-15 3.06676e-14 1.45718e-14 2.27753e-14 1.41820e-14 2.67214e-14 1.01669e-14 1.09742e-13 1.66730e-14 8.20343e-14 1.78903e-14 9.58883e-14 1.22275e-14 8.44308e-15 1.16080e-15 8.69035e-15 1.13794e-15 8.56671e-15 8.12766e-16 6.12625e-15 1.09649e-15 7.43132e-15 1.11066e-15 6.77879e-15 7.80360e-16 9.10796e-16 5.30705e-17 1.24493e-15 5.56483e-17 1.07786e-15 3.84487e-17
1.50000e+01 0.00000e+00 1.81832e-15 0.00000e+00 1.78244e-15 0.00000e+00 1.27312e-15 1.02872e-14 5.05956e-15 1.30446e-14 4.97722e-15 1.16659e-14 3.54866e-15 1.42118e-14 1.74476e-14 5.97256e-16 1.64480e-14 7.40452e-15 1.19891e-14 3.01613e-14 5.04738e-14 1.65750e-14 4.62858e-14 2.33681e-14 3.42417e-14 4.80685e-16 2.24440e-16 -3.33057e-17 2.73956e-16 2.23690e-16 1.77077e-16 2.42573e-15 9.45232e-16 7.29661e-16 8.84463e-16 1.57769e-15 6.47252e-16 2.35685e-14 4.69317e-15 1.47490e-14 5.04009e-15 1.91588e-14 3.44341e-15 2.44240e-14 1.45718e-14 1.51586e-14 1.41820e-14 1.97913e-14 1.01669e-14 8.96613e-14 1.66730e-14 5.48680e-14 1.78903e-14 7.22647e-14 1.22275e-14 6.54052e-15 1.16080e-15 6.25280e-15 1.13794e-15 6.39666e-15 8.12766e-16 4.96295e-15 1.09649e-15 6.00547e-15 1.11066e-15 5.48421e-15 7.80360e-16 1.29392e-15 5.30705e-17 9.49586e-16 5.56483e-17 1.12175e-15 3.84487e-17
1.52500e+01 0.00000e+00 1.81832e-15 0.00000e+00 1.78244e-15 0.00000e+00 1.27312e-15 6.61811e-15 5.05956e-15 8.47747e-15 4.97722e-15 7.54779e-15 3.54866e-15 1.54643e-14 1.74476e-14 5.27985e-15 1.64480e-14 1.03721e-14 1.19891e-14 2.39569e-14 5.04738e-14 1.18121e-14 4.62858e-14 1.78845e-14 3.42417e-14 1.02994e-15 2.24440e-16 7.51334e-16 2.73956e-16 8.90635e-16 1.77077e-16 2.02931e-15 9.45232e-16 2.53956e-16 8.84463e-16 1.14163e-15 6.47252e-16 1.83026e-14 4.69317e-15 8.90301e-15 5.04009e-15 1.36028e-14 3.44341e-15 1.85916e-14 1.45718e-14 1.09165e-14 1.41820e-14 1.47541e-14 1.01669e-14 6.95474e-14 1.66730e-14 3.33155e-14 1.78903e-14 5.14315e-14 1.22275e-14 5.25279e-15 1.16080e-15 4.28250e-15 1.13794e-15 4.76765e-15 8.12766e-16 4.18510e-15 1.09649e-15 3.96522e-15 1.11066e-15 4.07516e-15 7.80360e-16 1.00200e-15 5.30705e-17 1.03163e-15 5.56483e-17 1.01681e-15 3.84487e-17
1.55000e+01 0.00000e+00 1.81832e-15 0.00000e+00 1.78244e-15 0.00000e+00 1.27312e-15 9.25911e-15 5.05956e-15 3.25023e-15 4.97722e-15 6.25467e-15 3.54866e-15 3.54621e-15 1.74476e-14 5.36986e-15 1.64480e-14 4.45803e-15 1.19891e-14 1.40760e-14 5.04738e-14 6.65265e-15 4.62858e-14 1.03643e-14 3.42417e-14 1.32477e-15 2.24440e-16 2.40003e-16 2.73956e-16 7.82386e-16 1.77077e-16 1.63290e-15 9.45232e-16 0.00000e+00 8.84463e-16 8.16448e-16 6.47252e-16 1.37093e-14 4.69317e-15 6.06457e-15 5.04009e-15 9.88695e-15 3.44341e-15 1.48235e-14 1.45718e-14 6.99952e-15 1.41820e-14 1.09115e-14 1.01669e-14 5.00230e-14 1.66730e-14 2.03841e-14 1.78903e-14 3.52036e-14 1.22275e-14 3.47219e-15 1.16080e-15 2.45364e-15 1.13794e-15 2.96291e-15 8.12766e-16 3.22627e-15 1.09649e-15 2.22329e-15 1.11066e-15 2.72478e-15 7.80360e-16 1.03467e-15 5.30705e-17 -2.51721e-17 5.56483e-17 5.04747e-16 3.84487e-17
1.57500e+01 0.00000e+00 1.81832e-15 0.00000e+00 1.78244e-15 0.00000e+00 1.27312e-15 1.02016e-14 5.05956e-15 -2.44017e-15 4.97722e-15 3.88072e-15 3.54866e-15 4.57841e-15 1.74476e-14 1.67969e-16 1.64480e-14 2.37319e-15 1.19891e-14 4.84112e-15 5.04738e-14 1.30183e-15 4.62858e-14 3.07147e-15 3.42417e-14 9.95671e-16 2.24440e-16 -2.62672e-16 2.73956e-16 3.66500e-16 1.77077e-16 1.21688e-15 9.45232e-16 0.00000e+00 8.84463e-16 6.08438e-16 6.47252e-16 9.39771e-15 4.69317e-15 3.49561e-15 5.04009e-15 6.44666e-15 3.44341e-15 1.10415e-14 1.45718e-14 3.92752e-15 1.41820e-14 7.48451e-15 1.01669e-14 4.03008e-14 1.66730e-14 1.27828e-14 1.78903e-14 2.65418e-14 1.22275e-14 2.27312e-15 1.16080e-15 1.24977e-15 1.13794e-15 1.76145e-15 8.12766e-16 1.81519e-15 1.09649e-15 1.33075e-15 1.11066e-15 1.57297e-15 7.80360e-16 4.69503e-16 5.30705e-17 5.45127e-16 5.56483e-17 5.07315e-16 3.84487e-17
